0	0	0	
1	0	0	
2	0	0	
3	0	0	
4	1	1	
5	0	0	
6	0	0	
7	1	1	
8	0	0	
9	0	0	
10	1	1	
11	0	0	
12	0	0	
13	0	0	
14	0	0	
15	0	0	
16	1	1	
17	0	0	
18	0	1	
19	0	0	
20	1	1	
21	1	1	
22	0	0	
23	0	0	
24	0	0	
25	0	0	
26	0	0	
27	1	1	
28	1	1	
29	1	1	
30	1	1	
31	0	0	
32	1	1	
33	0	0	
34	1	1	
35	1	1	
36	1	1	
37	0	0	
38	1	1	
39	0	0	
40	0	1	
41	0	0	
42	0	0	
43	1	1	
44	1	1	
45	1	1	
46	0	0	
47	1	1	
48	0	0	
49	0	0	
50	1	1	
51	0	0	
52	1	1	
53	1	1	
54	0	0	
55	1	0	
56	1	1	
57	0	0	
58	0	1	
59	0	1	
60	0	0	
61	1	1	
62	0	0	
63	0	0	
64	0	0	
65	0	0	
66	0	0	
67	0	1	
68	0	0	
69	1	1	
70	1	1	
71	0	0	
72	1	1	
73	0	0	
74	0	0	
75	0	0	
76	0	0	
77	0	0	
78	0	1	
79	1	0	
80	0	0	
81	0	0	
82	0	1	
83	0	0	
84	0	0	
85	0	1	
86	1	1	
87	0	0	
88	0	0	
89	0	0	
90	1	1	
91	1	0	
92	0	0	
93	0	0	
94	1	1	
95	1	1	
96	1	1	
97	1	0	
98	0	0	
99	1	1	
100	0	0	
101	0	1	
102	0	0	
103	0	0	
104	0	0	
105	0	0	
106	1	1	
107	0	1	
108	0	0	
109	1	1	
110	1	1	
111	0	0	
112	1	1	
113	1	1	
114	0	0	
115	0	0	
116	0	0	
117	1	1	
118	1	1	
119	1	0	
120	0	0	
121	0	0	
122	1	1	
123	0	0	
124	0	0	
125	0	1	
126	0	0	
127	1	1	
128	1	1	
129	1	1	
130	0	0	
131	0	0	
132	1	1	
133	0	0	
134	1	1	
135	1	1	
136	0	0	
137	0	0	
138	0	0	
139	0	0	
140	1	1	
141	0	0	
142	1	1	
143	0	1	
144	0	0	
145	0	0	
146	1	1	
147	0	1	
148	0	0	
149	0	1	
150	0	1	
151	0	0	
152	0	0	
153	0	0	
154	0	0	
155	0	1	
156	0	0	
157	1	1	
158	0	0	
159	1	1	
160	1	0	
161	1	1	
162	0	1	
163	0	0	
164	0	0	
165	0	0	
166	0	0	
167	1	1	
168	1	1	
169	0	0	
170	1	1	
171	1	1	
172	1	1	
173	0	0	
174	0	0	
175	1	1	
176	1	1	
177	0	0	
178	0	0	
179	1	1	
180	0	0	
181	1	1	
182	0	0	
183	1	1	
184	1	1	
185	1	1	
186	1	1	
187	0	0	
188	0	0	
189	0	0	
190	1	1	
191	0	0	
192	0	0	
193	1	1	
194	0	0	
195	0	1	
196	0	0	
197	0	1	
198	1	1	
199	0	0	
200	0	0	
201	0	0	
202	1	1	
203	1	1	
204	0	0	
205	1	0	
206	0	1	
207	0	0	
208	0	0	
209	0	0	
210	0	0	
211	1	1	
212	1	1	
213	0	0	
214	0	1	
215	1	1	
216	1	0	
217	0	1	
218	0	0	
219	1	1	
220	0	0	
221	1	1	
222	1	1	
223	1	1	
224	1	0	
225	0	0	
226	1	1	
227	0	1	
228	1	1	
229	1	1	
230	0	0	
231	1	1	
232	1	1	
233	1	0	
234	1	1	
235	0	0	
236	0	0	
237	0	0	
238	0	0	
239	0	1	
240	1	0	
241	1	1	
242	0	0	
243	0	0	
244	1	1	
245	0	0	
246	1	1	
247	1	1	
248	0	1	
249	0	0	
250	0	0	
251	0	0	
252	0	0	
253	0	0	
254	0	0	
255	0	0	
256	1	1	
257	1	1	
258	0	0	
259	0	1	
260	0	0	
261	0	0	
262	1	0	
263	1	1	
264	1	1	
265	1	1	
266	0	0	
267	0	0	
268	0	1	
269	0	0	
270	1	1	
271	1	1	
272	0	0	
273	0	0	
274	0	0	
275	1	1	
276	0	0	
277	0	0	
278	1	1	
279	1	1	
280	0	0	
281	1	1	
282	1	1	
283	1	1	
284	0	0	
285	0	0	
286	0	0	
287	1	1	
288	0	0	
289	0	0	
290	1	1	
291	1	1	
292	1	1	
293	0	0	
294	1	1	
295	0	0	
296	0	0	
297	0	0	
298	0	1	
299	0	0	
300	0	1	
301	0	0	
302	0	0	
303	0	0	
304	0	0	
305	0	0	
306	1	1	
307	0	0	
308	1	0	
309	0	1	
310	1	1	
311	1	1	
312	1	1	
313	0	0	
314	0	0	
315	0	0	
316	0	0	
317	0	0	
318	0	1	
319	1	1	
320	0	0	
321	1	1	
322	1	1	
323	1	1	
324	1	1	
325	0	0	
326	1	1	
327	0	0	
328	0	0	
329	0	1	
330	1	1	
331	0	0	
332	0	0	
333	0	0	
334	0	0	
335	0	0	
336	1	1	
337	1	1	
338	0	0	
339	0	0	
340	1	1	
341	0	0	
342	0	0	
343	0	0	
344	0	0	
345	1	1	
346	0	0	
347	0	0	
348	0	0	
349	1	1	
350	1	0	
351	1	1	
352	0	1	
353	0	1	
354	1	1	
355	1	1	
356	0	0	
357	0	0	
358	1	1	
359	1	1	
360	0	0	
361	0	0	
362	1	1	
363	1	1	
364	1	1	
365	0	0	
366	0	0	
367	0	1	
368	1	1	
369	0	0	
370	1	1	
371	1	1	
372	1	1	
373	1	1	
374	1	0	
375	1	1	
376	1	1	
377	1	1	
378	0	0	
379	0	0	
380	0	0	
381	0	1	
382	0	1	
383	0	0	
384	0	0	
385	0	0	
386	1	1	
387	1	1	
388	0	0	
389	1	1	
390	1	0	
391	1	1	
392	0	1	
393	0	0	
394	0	0	
395	1	1	
396	0	0	
397	0	0	
398	0	1	
399	1	1	
400	0	1	
401	1	1	
402	0	0	
403	0	0	
404	0	0	
405	0	1	
406	0	0	
407	0	0	
408	1	1	
409	0	0	
410	1	1	
411	0	0	
412	0	0	
413	1	0	
414	0	0	
415	1	1	
416	1	1	
417	0	0	
418	1	1	
419	0	0	
420	0	0	
421	1	1	
422	1	1	
423	1	1	
424	0	0	
425	0	0	
426	0	1	
427	0	0	
428	1	1	
429	0	0	
430	1	1	
431	1	1	
432	1	1	
433	1	0	
434	0	1	
435	0	0	
436	1	1	
437	0	0	
438	0	0	
439	0	0	
440	0	1	
441	1	1	
442	1	1	
443	0	0	
444	0	1	
445	0	0	
446	1	1	
447	0	0	
448	0	0	
449	1	0	
450	0	0	
451	1	1	
452	0	1	
453	0	0	
454	1	1	
455	0	0	
456	1	0	
457	0	1	
458	1	1	
459	1	1	
460	0	1	
461	0	0	
462	0	0	
463	1	1	
464	0	0	
465	1	1	
466	0	1	
467	1	1	
468	0	0	
469	0	0	
470	0	1	
471	0	0	
472	1	1	
473	1	1	
474	0	0	
475	0	0	
476	1	1	
477	0	1	
478	0	1	
479	0	1	
480	0	0	
481	1	1	
482	1	1	
483	0	1	
484	0	0	
485	0	0	
486	0	0	
487	1	1	
488	0	0	
489	1	1	
490	1	1	
